id,tanggal,platform,topik,teks
1103,4 hours ago,YouTube,Makan Bergizi Gratis,"Habiskan saja anggaran negara,,,terserah sesukamu,,,,sudah jelas banyak temuan,,,tapi budek tuli telinganya,,,TDK mau dengar temuan dr rakyat maupun elemen masyarakat lainnya,,,,amburadul negeri ini"
1104,4 hours ago,YouTube,Makan Bergizi Gratis,Periksa korwil nya juga.
1105,4 hours ago,YouTube,Makan Bergizi Gratis,"sudah diingatkan dari bulan pertama, dibiarin sampe sekarang . .emang sengaja"
1106,4 hours ago,YouTube,Makan Bergizi Gratis,Kalo suda jelas sala ngotot sered ciduk pecat ini penyakit biyar ga menyebar
1107,4 hours ago,YouTube,Makan Bergizi Gratis,Motor juga Pak tolong pengadaannya sudah sesuai gak jumlah nya.
1108,4 hours ago,YouTube,Makan Bergizi Gratis,"Yang di sorot camera makanan yg BAGUS mesti,, 😂😂"
1109,4 hours ago,YouTube,Makan Bergizi Gratis,Mbg setop saja karna ini dampak ekonomi rakyat semakin sulit proyek ini banyak yg ugal2lan
1110,4 hours ago,YouTube,Makan Bergizi Gratis,Subhanallah.. dapur MBG horor.. makin parah bnyk sindikat. Lebih baik hentikan program MBG.
1111,4 hours ago,YouTube,Makan Bergizi Gratis,Kemarin bilang belum selesai di bangun?? Anyinggg
1112,5 hours ago,YouTube,Makan Bergizi Gratis,AADUUH DAPUR ASLI INI SAMA AJA KORUPTOR PEMULA...KLAU YG FIKTIF APALAGI...RUMIT
1113,5 hours ago,YouTube,Makan Bergizi Gratis,"Saatnya transparan soal mbg kalau ga mau diberhentikan, stop korupsi silahkan transparan karena menggunakan APBN. APBN adalah uang rakyat bukan uang pribadi."
1114,5 hours ago,YouTube,Makan Bergizi Gratis,Bakal banyak yang tersakiti..modal belum balik malah ancur ancuran...😂😂
1115,5 hours ago,YouTube,Makan Bergizi Gratis,Hentikan MBG
1116,5 hours ago,YouTube,Makan Bergizi Gratis,"Agar aman dari konflik kepentingan "" dapur mbg dikelola oleh pihak swasta "" non ASN, non DPR,non bgn,non TNI , non polisi. Stok orang swasta masih banyak......bikin perundang2an yg jelas pasti transparan"
1117,6 hours ago,YouTube,Makan Bergizi Gratis,"Setiap proyek bansos atau apapun selalu banyak titik"" fiktif"
1118,7 hours ago,YouTube,Makan Bergizi Gratis,"Prabowo  sangat dungu dan mau di bidohi, ini proggram maling ."
1119,7 hours ago,YouTube,Makan Bergizi Gratis,"penyebab utamanya PRABOWO,,,
punya imajinasi tapi tidak bisa terapkan"
1120,7 hours ago,YouTube,Makan Bergizi Gratis,Sengaja buat korupsi
1121,7 hours ago,YouTube,Makan Bergizi Gratis,harusnya dicek semua di indonesia.klu pak prabowo mau perbaiki mbg
1122,7 hours ago,YouTube,Makan Bergizi Gratis,"Masih banyak oknum pejabat yang anti kritik, padahal mereka menerima gaji dari hasil pajak rakyat."
1123,7 hours ago,YouTube,Makan Bergizi Gratis,Sedih 😭
1124,8 hours ago,YouTube,Makan Bergizi Gratis,Tutup MBG...
1125,8 hours ago,YouTube,Makan Bergizi Gratis,Program KOROPSI
1126,8 hours ago,YouTube,Makan Bergizi Gratis,"Baru di Cilacap, belum lagi di Jawa Tengah; bahkan di Indonesia."
1127,8 hours ago,YouTube,Makan Bergizi Gratis,"Yg aktif juga bubarkan MBG dan KMP jangan ada MBG,, KMP di Indonesia menghabidkan uang Rakyat pajak Rakyat fi nikan se enak jidat otak cuma mikiri korpsi  msling maling berkedok MBG, KMP"
1128,10 hours ago,YouTube,Makan Bergizi Gratis,Titik titik eittss titik titik
1129,12 hours ago,YouTube,Makan Bergizi Gratis,"mbg program yg bobrok
tempatnya  sarang mafia korup"
1130,12 hours ago,YouTube,Makan Bergizi Gratis,"Tenaga ahli bakom yg ternyata gak ahli. 
Ditanya apa jawabannya apa? Gak nyambung sama sekali. 
Sudah berkali-kali di acara diskusi selalu berkilah dng muter2 yg kalimat2nya itu2 aja, dan host-nya keliatan masih takut2 utk bertanya 😢"
1131,12 hours ago,YouTube,Makan Bergizi Gratis,Hahaha buka  titik sppg titik kopdes merah putih itu ngk jelas
1132,12 hours ago,YouTube,Makan Bergizi Gratis,Boleh di periksa orangini...
1133,13 hours ago,YouTube,Makan Bergizi Gratis,"Korrrdinasi nya kurang jelas,,, tra la la,,, klo kau teruskan tekoooooor APBN"
1134,13 hours ago,YouTube,Makan Bergizi Gratis,KORWIL BGN CILACAP INI WAJIB DI PERIKSA
1135,14 hours ago,YouTube,Makan Bergizi Gratis,Kenthir👹
1136,14 hours ago,YouTube,Makan Bergizi Gratis,"naru cilacao saja sudah sebanyak itu, apalagi yang si sumaterq, kalimantan, sulawesi dan papua, bisa jadi puluhan ribu"
1137,14 hours ago (edited),YouTube,Makan Bergizi Gratis,"Lapor. Lapor. Lapor.

Di desa saya di Lampung dapur sppg/bgn/mbg di dalam rumah LSM / WARTAWAN. 
Cuma rumah di tutup seng terus di cet

Mohon bantuan."
1138,14 hours ago,YouTube,Makan Bergizi Gratis,Di semua daerah ribuan dapur yg fiktif blok😂
1139,14 hours ago,YouTube,Makan Bergizi Gratis,masa ada anak kelaparan d sekolh ngomong dg data pa😂😂😂
1140,14 hours ago,YouTube,Makan Bergizi Gratis,"Urat malu sdh putus,dan bangga memberi ank istri makan dgn uang haram"
1141,14 hours ago,YouTube,Makan Bergizi Gratis,"1 sppg =1000murid lebih.. tingal dikalikan 
Sehari bisa puluhan milyar duit negara hilang..."
1142,14 hours ago,YouTube,Makan Bergizi Gratis,Bukan di perbaiki pak tapi di bubarkan dan di setoooooop mbg
1143,14 hours ago,YouTube,Makan Bergizi Gratis,Jangan terlalu banyak bohongi rakyat dan hamburkan uang rakyat
1144,14 hours ago,YouTube,Makan Bergizi Gratis,Ruwet !! Ga bermanfaat karrna banyak yg tidak tepat sasaran!! Saya seorang karyawan anak bos saya yg uang nya milyaran saja dapat mbg.. pdhl orang tuanya saja ngasih makan lebih baik dati menu mbg tiap hari ajs bisa.. program ruwet cuma bancakan kotupsi elit2!!! Busuk nya birokrasi ndi negri ini!
1145,14 hours ago,YouTube,Makan Bergizi Gratis,"Presiden nya PRABOWO 
Wapres nya GIBRAN 
Jadilah negara BONCOS"
1146,14 hours ago (edited),YouTube,Makan Bergizi Gratis,"Korwil nya masih saja membantah 😂
Padahal udah jelas data sppg terdaftar sudah jauh melebihi rencana awal sampai lebih sekitar 7000an dapur
Zulhas jg bilang sudah melebihi target dan merugikan trilyunan per Minggu
Heran koq masih aja ngeles 😂
Apalagi hal tak masuk akal jika dibangun di tengah hutan, di kuburan dsbnya
Memangnya listriknya ada jaringannya? Air bersih pakai sumur ? 😂
Jalan ke lokasi dapur bisa dilewati kendaraan?????"
1147,14 hours ago (edited),YouTube,Makan Bergizi Gratis,Korwil cilacap  harus di tangkap dan di periksa karna ikut menutupi dapure. Fiktif
1148,15 hours ago,YouTube,Makan Bergizi Gratis,😂😂😂😂 proyek maling
1149,15 hours ago,YouTube,Makan Bergizi Gratis,Sapu pake apaan Bahlul
1150,15 hours ago,YouTube,Makan Bergizi Gratis,"Apapun yg kau katakan maling, sudah tak ada gunanya maling"
1151,15 hours ago,YouTube,Makan Bergizi Gratis,"Iya abis maling duit rakyat, duitnya di simpen di Danaantara.. maknyoss..😂😂😂"
1152,15 hours ago,YouTube,Makan Bergizi Gratis,Makanya MBG..mau terus berlanjut..ladang empuk..
1153,15 hours ago,YouTube,Makan Bergizi Gratis,Korwil nya takut kelaparan...
1154,15 hours ago,YouTube,Makan Bergizi Gratis,MBG ...&  Koperasi merah putih...sarangnya koruptor..
1155,15 hours ago,YouTube,Makan Bergizi Gratis,MBG ...ternak koruptor...
1156,15 hours ago,YouTube,Makan Bergizi Gratis,"Barangkali Bukan Hanya di Cilacap, mungkin banyak lagi didaerah lain diluar Cilacap, KORUPSI itu berbagai cara dilakukan."
1157,15 hours ago,YouTube,Makan Bergizi Gratis,"Tutup permanen MBG 
Pasti ketahuan banyak sekali dapur MBG fiktif kemudian tangkap para pelaku nya! Hukum seumur HIDUP"
1158,15 hours ago,YouTube,Makan Bergizi Gratis,kalau mau berjalan mbg hrus di percepat pembangunan sppg di seluruh Indonesia
1159,15 hours ago,YouTube,Makan Bergizi Gratis,"Jangan ngeles pak, kalau dah teregister berarti kan dah aktif. Mana ada sih maling mau ngakuin.buat pejabat jangan ngomong gratis lah, itu ga gratis itu pakai duit pajak rakyat tapi malah di colongin."
1160,15 hours ago,YouTube,Makan Bergizi Gratis,"Periksa dulu koordinator wilayah bgn,  naif bisa membantah temuan wabup ,   kejaksaan, kepolisian periksa orang itu. Non tugaskan orang bgn lama, sikat bersihkan ... ini proyek strategis ..hasil nya bisa dirasakan 10 -20 thn mendatang"
1161,14 hours ago,YouTube,Makan Bergizi Gratis,Dan barang udh HANCUR masih mau di PERBAIKI sama PRABOWO...
1162,15 hours ago,YouTube,Makan Bergizi Gratis,"buka datanya , biar masyarakat bisa ikut awasi"
1163,15 hours ago,YouTube,Makan Bergizi Gratis,Omong terus pak...masyarakat banyak yg sudah tidak percaya..cm trm kasih saja sama yg kritik🤦
1164,15 hours ago,YouTube,Makan Bergizi Gratis,Di Sumbar apa kabar ada yg kayak gini juga ngak
1165,15 hours ago,YouTube,Makan Bergizi Gratis,Kenapalah di pertahankan  program abal abal
1166,15 hours ago,YouTube,Makan Bergizi Gratis,"MBG d tutub ,rawan korubsi ,pertanax segra d turunkan ,uang MBG d susidi ke pertamax dn pertalit"
1167,15 hours ago,YouTube,Makan Bergizi Gratis,MBG PROGRAM MENGGANGSIR UANG RAKYAT HANCUR NEGARA KALAU DI TERUS2KAN
1168,16 hours ago,YouTube,Makan Bergizi Gratis,"baru satu kabupaten/kota yang ketahuan,,,ada 500 san kab/kota 😃😃😃"
1169,16 hours ago,YouTube,Makan Bergizi Gratis,"Aku yakin aoa ygdikatakan PLT bupati Cilacap dari pada keterangan klarifikasi petugas MBG  dari wilayah tersebut yg menyanggah hal itu alasannya sedzng dlm proses adminustrasi ,dan  pembangunan ."
1170,16 hours ago,YouTube,Makan Bergizi Gratis,Ini baru satu kabupaten atau kota belum sekala provinsi
1171,16 hours ago,YouTube,Makan Bergizi Gratis,Yg bicara PLT Bupati...
1172,16 hours ago,YouTube,Makan Bergizi Gratis,Indikasi maling berkedok Gisi sikat
1173,16 hours ago,YouTube,Makan Bergizi Gratis,"Rezim MBG = mafia , begal , garong"
1174,16 hours ago,YouTube,Makan Bergizi Gratis,"itu hanya di cilacap ada 300 sppg fiktif, seluruh Indonesia ada ribuan kali."
1175,16 hours ago,YouTube,Makan Bergizi Gratis,"Itu baru satu kab, bagaimana kab. Lain... ?"
1176,16 hours ago,YouTube,Makan Bergizi Gratis,"Harqo bilang dulu 56% siswa lapar saat belajar sekarang tinggal 16%.

Logika koplak, karena itu berarti ada 56% anak2 di Indonesia yg sekolah tetapi tidak mampu membeli makan siang atau bawa bekal dari rumah.

Miskin banget kah Indonesia ??"
1177,16 hours ago,YouTube,Makan Bergizi Gratis,fikif...perlu dicek dananya apa sudah realisasi...
1178,16 hours ago,YouTube,Makan Bergizi Gratis,"Begitu kebongkar, mulai berupaya saling menutup nutupi, sunggu keji tdk punya rasa kemanusiaan"
1179,16 hours ago,YouTube,Makan Bergizi Gratis,Sapu bersih apanya wong sapunya juga dah kotor bung😊😅😮
1180,16 hours ago,YouTube,Makan Bergizi Gratis,HAHAHAHAHAHA NEGARA KY GINI HA HAHAHA SAINGI LUDRUK KIRUN
1181,16 hours ago,YouTube,Makan Bergizi Gratis,Cilacap gudange ula ula😂😂😂
1182,16 hours ago,YouTube,Makan Bergizi Gratis,Ayoooooo joooooooooggggggggggggeeeeeeeettttttttttttttt gemoy 🤪
1183,16 hours ago,YouTube,Makan Bergizi Gratis,Sekalian aja dapur MBG di tengah laut apa di tengah jurang .
1184,16 hours ago (edited),YouTube,Makan Bergizi Gratis,"Titik itulah  yg diperjual belikan  broker yg harus ditangkap,berita ini cenderung mengiring opini kalau ada titik dapur fiktif tapi mendapat insentif ,dapur fiktif ini maksudnya ada orang yg mendaftarkan dapur tapi belum dibangun dapur sehingga ada yg mau daftar sudah penuh di portal BGN"
1185,16 hours ago,YouTube,Makan Bergizi Gratis,Kenapa semua program yg baik selalu disalah gunakan orang yg ga bertanggung jawab.....kapan negara ini akan maju kalo yg dikasih kepercayaan selalu Mapia bergelar
1186,16 hours ago,YouTube,Makan Bergizi Gratis,"Tinggal di akui saja, pake bantah bantah, mana ada MALING NGAKU, LEX LEX CHELEX, GATHEL, GUDHAL. JUH UASU. POKOKE."
1187,16 hours ago,YouTube,Makan Bergizi Gratis,Ya Alloh.. miris banget.
1188,16 hours ago,YouTube,Makan Bergizi Gratis,Kebanggan Prabowo dan pendukung 😂😂
1189,16 hours ago,YouTube,Makan Bergizi Gratis,"Benar kata tiyo ardianto,,MALING BERKEDOK GIZI"
1190,16 hours ago,YouTube,Makan Bergizi Gratis,"Clp mafia
Udah daftar kok blm punya dapur"
1191,16 hours ago,YouTube,Makan Bergizi Gratis,Cek d seluruh Propinsi.. Pasti msh banyak SPPG Fiktif...!!!
1192,16 hours ago,YouTube,Makan Bergizi Gratis,"Coba di buka data SPPG seluruh Indonesia..
Biar seluruh Rakyar Indonesia bantu Cross cek di Daerah masing masing.."
1193,16 hours ago,YouTube,Makan Bergizi Gratis,Sungguh gila gilaan program menyakiti rakyat kecil
1194,16 hours ago,YouTube,Makan Bergizi Gratis,DAYA RUSAKNYA LUAR BIASA...
1195,16 hours ago (edited),YouTube,Makan Bergizi Gratis,"Gusdur dibubarin departemen sosial, ini dibuat lumbungnya"
1196,16 hours ago,YouTube,Makan Bergizi Gratis,"Yg membantah,  jangan2 ikut dpt bagian perlu diperiksa dia"
1197,17 hours ago (edited),YouTube,Makan Bergizi Gratis,yg dukung harus ikut menanggung dosanya ....
1198,17 hours ago,YouTube,Makan Bergizi Gratis,Mudah2an pak presiden sadar... bahwa MBG yg menjadi andalannya ..menjadi santapan tikus2 rakus...
1199,17 hours ago,YouTube,Makan Bergizi Gratis,Karena uang saya ini pekerja bgn semua penipu
1200,17 hours ago,YouTube,Makan Bergizi Gratis,Kepala daerah terlambat krna kurang mendukung dari awal dg progam mbg
1201,17 hours ago,YouTube,Makan Bergizi Gratis,Dapurmu?
1202,4 hours ago,YouTube,Makan Bergizi Gratis,Up
1203,3 hours ago,YouTube,Makan Bergizi Gratis,BETUL KANG.
1204,17 hours ago,YouTube,Makan Bergizi Gratis,"Mbg bukan untuk mencari keuntungan finansial, lebih kearah memberikan kesempatan kerja yg amanah untuk sarapan buat anak anak, serta ekosistem hasil pangan, kalau mencari keuntungan sebaiknya tidak di mbg agar barokah dunia akherat ."
1205,17 hours ago,YouTube,Makan Bergizi Gratis,wah kalo ketahuan hilang aliran dana ke rekening Prabowo
1206,17 hours ago,YouTube,Makan Bergizi Gratis,"lebih baik program MBG di hentikan saja, dari pada bikin masalah baru lagi, ganti dengan program sekolah gratis,"
1207,17 hours ago,YouTube,Makan Bergizi Gratis,Bubarkan aja mbg kasih kan duit nya
1208,17 hours ago,YouTube,Makan Bergizi Gratis,Mn DPR nya
1209,17 hours ago,YouTube,Makan Bergizi Gratis,"Hentikan total, sppg libur harga,,setabil.  Berdampak matamu , goblog ga lihat kr lapangan,makanan beracun,banyak di buang,ke kali tau !!!!"
1210,17 hours ago,YouTube,Makan Bergizi Gratis,"Halah sppi juga gampang di sogok apalagi di suruh pimpinan 😂😂😂
Sok sok an dapat pendidikan militer preeetttt kalah sama amplop 500ribu"
1211,17 hours ago,YouTube,Makan Bergizi Gratis,"Nggusur makam dong klo mau dibangung di kuburan 😂😂😂😂, alesan yg logis jon😂😂😂😂"
1212,17 hours ago,YouTube,Makan Bergizi Gratis,"Anak buah Dadang,maling tenang"
1213,17 hours ago,YouTube,Makan Bergizi Gratis,Parah
1214,17 hours ago,YouTube,Makan Bergizi Gratis,"Dapur fiktip dan juga relawan fiktip itu nyata,data desa fiktip saja dari dulu tidak tersentuh,apalagi program amburadul mbg"
1215,17 hours ago,YouTube,Makan Bergizi Gratis,Wowo😅
1216,17 hours ago,YouTube,Makan Bergizi Gratis,"Pemicunya ya yg bikin program, knp korupsi masal dan ada pembiaran ini bertahan sampe 1th lebih? Wowo sendiri Yg dapet untung gede"
1217,17 hours ago,YouTube,Makan Bergizi Gratis,"😂😂😂termon2 mmg lihay, yg pnting ada titik guyur, mumpung bos lg hambur2 duit hasil jalan2 k prancis😂😂😂 dpt mungut kli ya"
1218,17 hours ago,YouTube,Makan Bergizi Gratis,Mantap mbg hutan sawah dan kuburan juga dapat jatah makan gratis
1219,17 hours ago,YouTube,Makan Bergizi Gratis,BeginilahProgram boborok yg di paksa jalan lama lama pasti hancur...
1220,17 hours ago,YouTube,Makan Bergizi Gratis,Periksa Bae.......masa iya Bu PLT Bupati goroh...
1221,17 hours ago,YouTube,Makan Bergizi Gratis,Sebelum ada MBG anak2 gak ada yg kelaparan di sekolah...tp keracunan ya...itu udah ada MBG....😮😮😮
1222,17 hours ago,YouTube,Makan Bergizi Gratis,makanya program harus kibatkan pemda bukan Dari pusat langsung ke mafia dapur mbg contoh kdmp desa gk Tau langsung Dari pusat tentara yg kerja
1223,14 hours ago,YouTube,Makan Bergizi Gratis,"Pocong, gendruwo, kuntikanak dll perlu mbg 😂😂"
1224,4 hours ago,YouTube,Makan Bergizi Gratis,Ngeri
1225,1 hour ago,YouTube,Makan Bergizi Gratis,😮😮😮
1226,17 hours ago (edited),YouTube,Makan Bergizi Gratis,"Walah walaah... Sidareja ada gak tuh yg fiktif Bu?
Mengingat  asal asalan menunya. Sampai anak saya juga teman2 nya gak pernah mau makan. Meskipun kami tinggal di pelosok Cilacap, Alhamdulillah anak2 sehat meskipun cuma pakai kangkung liar ambil di persawahan.
Orang2 BGN Cilacap perlu diperiksa. Omon omon."
1227,17 hours ago,YouTube,Makan Bergizi Gratis,"Kl memang fiktif, tinggalncek aja dana dr pemerintahnya masuk untuk akun atas nama siapa yayasan nya. Kan lebih gampang nangkap nya. Tinggal mau serius ngga nya aja polisi"
1228,18 hours ago,YouTube,Makan Bergizi Gratis,PARAH PARAH....WES PALING PUARAH PROGRAM2 KESUSU DIJALANKAN....DOSAMU BESAR PAK PRESIDEN...
1229,18 hours ago,YouTube,Makan Bergizi Gratis,Yakinlah pemilik2 dapur fiktfi ini pasti milik para jendral....
1230,18 hours ago (edited),YouTube,Makan Bergizi Gratis,"Telat. 
-Sudah dari tahun lalu banyak yang kritik, banyak yang laporin, bgn korupsi terang terangan, tapi pemerintah diam. Sekarang giliran keuangan negara mulai melemah, apbn defisit, ekonomi turun, baru ditangkepin. Selama ini dibiarkan. 
-Sppg ngeracunin anak anak pake makanan busuk & murah biar untung banyak, ga ada yang ditangkap. Cuma di negara ini ngeracunin anak anak pake bahan busuk diperbolehkan.
-Kasus stunting paling banyak di luar pulau jawa, tapi sppg di sana jumlahnya berkali kali lipat lebih sedikit daripada jumlah sppg di pulau jawa. Emang dari awal proyek iblis ini. Kalo mau dievaluasi harusnya sudah dari dulu, tapi gara gara korupsinya enak, jadi dibiarin dulu biar jumlahnya banyak. Kalo banyak stopnya susah. Begitulah niat para garong"
1231,18 hours ago,YouTube,Makan Bergizi Gratis,bener2 kebocoran yg luar biasa
1232,18 hours ago,YouTube,Makan Bergizi Gratis,Suruh cek kepala daerah terkait keberadaan semua sppg.. wilayah lain kok ga ada laporan 😂😂😂 bravo plt bupati cilacap 👍
1233,18 hours ago,YouTube,Makan Bergizi Gratis,Kabeh gara gara dapurane prabroro
1234,18 hours ago,YouTube,Makan Bergizi Gratis,Korupsi berjamaah
1235,18 hours ago,YouTube,Makan Bergizi Gratis,Dadan korupsinya sih gila
1236,18 hours ago,YouTube,Makan Bergizi Gratis,DPRD dan oemerintah setempat tahu kebohongan MBG kokalingkong
1237,18 hours ago,YouTube,Makan Bergizi Gratis,"Sudah separah ini
Tapi tetap juga dilanjutkan
Kacau mania"
1238,18 hours ago,YouTube,Makan Bergizi Gratis,Mbg bukan untuk rakyat untuk aparat tertentu stop mbg
1239,18 hours ago,YouTube,Makan Bergizi Gratis,"Harus dan wajib diaudit, dan sebaiknya kerjasama dengan Provinsi Papua yang anak"" mudanya sudah mebangun system monitoring MBG dan harus diapresiasi. Kalau mau bikin sendiri juga bisa hubungi saya juga"
1240,18 hours ago,YouTube,Makan Bergizi Gratis,puas puasin wesss bossq sampai kenyang merampok uang negara
1241,18 hours ago,YouTube,Makan Bergizi Gratis,"Hapus MBG di ganti uang tunai di serahkan wali murid lebih bagus menghilangkan korupsi itu uang rakyat dak di buat hambur""an orang tidak bertanggung jawab bubarkan saja MBG."
1242,18 hours ago,YouTube,Makan Bergizi Gratis,Persiapan pembangunan ko di kuburan
1243,18 hours ago,YouTube,Makan Bergizi Gratis,MALING
1244,19 hours ago,YouTube,Makan Bergizi Gratis,😂 parah la wong maling kok malah di dukung.
1245,19 hours ago,YouTube,Makan Bergizi Gratis,Korupsinya gila2an....
1246,17 hours ago,YouTube,Makan Bergizi Gratis,Terus dosa - dosamu juga tidak kamu pikir ?
1247,16 hours ago,YouTube,Makan Bergizi Gratis,Eh ada tukang ompreng..😂
1248,17 hours ago,YouTube,Makan Bergizi Gratis,Benar sekali....
1249,12 hours ago,YouTube,Makan Bergizi Gratis,👏🏻👏🏻👏🏻
1250,13 hours ago,YouTube,Makan Bergizi Gratis,"Trll PD jdi pimpinan,,, MBG nya bgus program nya😅amburadul koruptor 2 terjadi pembiaran,,, tnpa tata kelola yg bnar,,,"
1251,10 hours ago,YouTube,Makan Bergizi Gratis,"WORNING,   MULUTMU HARIMAU"
1252,8 hours ago,YouTube,Makan Bergizi Gratis,"Betul banget, pimpin lansia pikun bawahannya pesta uang Rakyat mampu  we"
1253,18 hours ago,YouTube,Makan Bergizi Gratis,Hebat kan negara kita inii....😂😂😂
